Date,HDFCBANK.NS
2022-12-22,1572.3023681640625
2022-12-23,1558.25732421875
2022-12-26,1589.273193359375
2022-12-27,1590.882568359375
2022-12-28,1589.6146240234375
2022-12-29,1600.8310546875
2022-12-30,1588.00537109375
2023-01-02,1588.541748046875
2023-01-03,1598.9290771484375
2023-01-04,1570.3516845703125
2023-01-05,1560.2567138671875
2023-01-06,1555.0875244140625
2023-01-09,1558.1109619140625
2023-01-10,1529.6309814453125
2023-01-11,1551.6737060546875
2023-01-12,1559.9642333984375
2023-01-13,1561.1834716796875
2023-01-16,1546.2119140625
2023-01-17,1569.22998046875
2023-01-18,1596.9298095703125
2023-01-19,1603.56201171875
2023-01-20,1619.9964599609375
2023-01-23,1631.8470458984375
2023-01-24,1653.6947021484375
2023-01-25,1607.9998779296875
2023-01-27,1575.9599609375
2023-01-30,1574.3505859375
2023-01-31,1563.963134765625
2023-02-01,1587.420166015625
2023-02-02,1563.8167724609375
2023-02-03,1617.899658203125
2023-02-06,1611.0234375
2023-02-07,1613.4129638671875
2023-02-08,1613.218017578125
2023-02-09,1609.85302734375
2023-02-10,1616.2415771484375
2023-02-13,1617.460693359375
2023-02-14,1632.43212890625
2023-02-15,1629.1160888671875
2023-02-16,1623.2152099609375
2023-02-17,1615.071044921875
2023-02-20,1599.9044189453125
2023-02-21,1605.90283203125
2023-02-22,1574.399169921875
2023-02-23,1563.71923828125
2023-02-24,1549.7718505859375
2023-02-27,1553.62451171875
2023-02-28,1560.1591796875
2023-03-01,1558.6474609375
2023-03-02,1545.3826904296875
2023-03-03,1576.057373046875
2023-03-06,1587.1763916015625
2023-03-08,1590.34619140625
2023-03-09,1590.492431640625
2023-03-10,1549.479248046875
2023-03-13,1529.8748779296875
2023-03-14,1525.7783203125
2023-03-15,1503.882080078125
2023-03-16,1513.635498046875
2023-03-17,1533.873779296875
2023-03-20,1523.2425537109375
2023-03-21,1540.506103515625
2023-03-22,1536.9461669921875
2023-03-23,1524.6080322265625
2023-03-24,1522.169677734375
2023-03-27,1528.8018798828125
2023-03-28,1541.237548828125
2023-03-29,1548.6502685546875
2023-03-31,1569.864013671875
2023-04-03,1570.8392333984375
2023-04-05,1612.97412109375
2023-04-06,1625.263427734375
2023-04-10,1617.55810546875
2023-04-11,1622.2886962890625
2023-04-12,1643.3560791015625
2023-04-13,1650.7198486328125
2023-04-17,1625.55615234375
2023-04-18,1618.679931640625
2023-04-19,1624.62939453125
2023-04-20,1630.6766357421875
2023-04-21,1633.3099365234375
2023-04-24,1646.5260009765625
2023-04-25,1623.11767578125
2023-04-26,1630.5791015625
2023-04-27,1639.55224609375
2023-04-28,1645.989501953125
2023-05-02,1645.6480712890625
2023-05-03,1651.402587890625
2023-05-04,1685.1983642578125
2023-05-05,1585.5670166015625
2023-05-08,1603.9034423828125
2023-05-09,1603.9521484375
2023-05-10,1611.36474609375
2023-05-11,1612.4376220703125
2023-05-12,1626.677734375
2023-05-15,1634.48046875
2023-05-16,1625.1085205078125
2023-05-17,1616.3775634765625
2023-05-18,1622.83935546875
2023-05-19,1624.7138671875
2023-05-22,1618.942626953125
2023-05-23,1615.1444091796875
2023-05-24,1594.0328369140625
2023-05-25,1587.916259765625
2023-05-26,1594.0328369140625
2023-05-29,1613.4674072265625
2023-05-30,1614.7005615234375
2023-05-31,1589.1494140625
2023-06-01,1582.3917236328125
2023-06-02,1584.8580322265625
2023-06-05,1582.786376953125
2023-06-06,1577.853759765625
2023-06-07,1586.0418701171875
2023-06-08,1587.0283203125
2023-06-09,1588.90283203125
2023-06-12,1579.23486328125
2023-06-13,1581.8984375
2023-06-14,1580.1719970703125
2023-06-15,1560.7374267578125
2023-06-16,1581.1585693359375
2023-06-19,1582.539794921875
2023-06-20,1585.8446044921875
2023-06-21,1613.5660400390625
2023-06-22,1621.458251953125
2023-06-23,1621.359619140625
2023-06-26,1613.5167236328125
2023-06-27,1636.2562255859375
2023-06-28,1653.56982421875
2023-06-30,1678.4796142578125
2023-07-03,1696.6318359375
2023-07-04,1704.9185791015625
2023-07-05,1650.7581787109375
2023-07-06,1652.435302734375
2023-07-07,1638.031982421875
2023-07-10,1634.1351318359375
2023-07-11,1626.193603515625
2023-07-12,1610.95166015625
2023-07-13,1618.991943359375
2023-07-14,1622.34619140625
2023-07-17,1656.28271484375
2023-07-18,1654.901611328125
2023-07-19,1662.399169921875
2023-07-20,1666.0
2023-07-21,1653.1751708984375
2023-07-24,1655.7894287109375
2023-07-25,1673.7442626953125
2023-07-26,1667.9237060546875
2023-07-27,1650.6102294921875
2023-07-28,1621.359619140625
2023-07-31,1628.955810546875
2023-08-01,1639.8570556640625
2023-08-02,1618.4000244140625
2023-08-03,1606.709716796875
2023-08-04,1629.9423828125
2023-08-07,1629.0052490234375
2023-08-08,1627.6734619140625
2023-08-09,1628.2652587890625
2023-08-10,1613.8126220703125
2023-08-11,1596.992431640625
2023-08-14,1589.1988525390625
2023-08-16,1584.56201171875
2023-08-17,1575.7821044921875
2023-08-18,1569.3201904296875
2023-08-21,1568.0870361328125
2023-08-22,1561.378662109375
2023-08-23,1565.22607421875
2023-08-24,1558.0245361328125
2023-08-25,1540.4642333984375
2023-08-28,1556.495361328125
2023-08-29,1568.8763427734375
2023-08-30,1557.4324951171875
2023-08-31,1550.2801513671875
2023-09-01,1553.4864501953125
2023-09-04,1563.203857421875
2023-09-05,1553.683837890625
2023-09-06,1574.0062255859375
2023-09-07,1589.1494140625
2023-09-08,1601.5303955078125
2023-09-11,1609.8172607421875
2023-09-12,1614.8485107421875
2023-09-13,1621.7542724609375
2023-09-14,1620.7677001953125
2023-09-15,1639.36376953125
2023-09-18,1607.1043701171875
2023-09-20,1542.6346435546875
2023-09-21,1532.424072265625
2023-09-22,1509.0433349609375
2023-09-25,1510.3751220703125
2023-09-26,1516.935546875
2023-09-27,1506.281005859375
2023-09-28,1503.1734619140625
2023-09-29,1505.738525390625
2023-10-03,1487.734375
2023-10-04,1508.9447021484375
2023-10-05,1515.0611572265625
2023-10-06,1513.3841552734375
2023-10-09,1495.8238525390625
2023-10-10,1504.3079833984375
2023-10-11,1518.8592529296875
2023-10-12,1528.97119140625
2023-10-13,1515.0611572265625
2023-10-16,1508.9940185546875
2023-10-17,1520.437744140625
2023-10-18,1499.2767333984375
2023-10-19,1494.5413818359375
2023-10-20,1502.28564453125
2023-10-23,1485.7613525390625
2023-10-25,1476.3399658203125
2023-10-26,1443.6859130859375
2023-10-27,1449.3583984375
2023-10-30,1465.093505859375
2023-10-31,1456.609375
2023-11-01,1454.6363525390625
2023-11-02,1456.85595703125
2023-11-03,1463.76171875
2023-11-06,1474.3668212890625
2023-11-07,1467.2144775390625
2023-11-08,1471.4566650390625
2023-11-09,1465.6361083984375
2023-11-10,1471.4072265625
2023-11-13,1468.74365234375
2023-11-15,1484.133544921875
2023-11-16,1488.0302734375
2023-11-17,1484.8240966796875
2023-11-20,1484.9227294921875
2023-11-21,1497.5008544921875
2023-11-22,1492.1737060546875
2023-11-23,1500.805908203125
2023-11-24,1511.4603271484375
2023-11-28,1508.056884765625
2023-11-29,1538.14599609375
2023-11-30,1537.8006591796875
2023-12-01,1534.446533203125
2023-12-04,1587.718994140625
2023-12-05,1601.8262939453125
2023-12-06,1605.8712158203125
2023-12-07,1608.4853515625
2023-12-08,1630.928955078125
2023-12-11,1628.758544921875
2023-12-12,1612.5794677734375
2023-12-13,1608.9293212890625
2023-12-14,1627.9200439453125
2023-12-15,1634.23388671875
2023-12-18,1633.395263671875
2023-12-19,1630.633056640625
2023-12-20,1634.677734375
2023-12-21,1663.9775390625
2023-12-22,1648.3411865234375
2023-12-26,1659.784912109375
2023-12-27,1680.3541259765625
2023-12-28,1682.2777099609375
2023-12-29,1686.223876953125
2024-01-01,1675.2239990234375
2024-01-02,1676.2105712890625
2024-01-03,1650.363525390625
2024-01-04,1668.07177734375
2024-01-05,1659.5382080078125
2024-01-08,1641.040771484375
2024-01-09,1628.2652587890625
2024-01-10,1633.641845703125
2024-01-11,1626.7855224609375
2024-01-12,1619.090576171875
2024-01-15,1650.264892578125
2024-01-16,1656.5294189453125
2024-01-17,1516.78759765625
2024-01-18,1466.12939453125
2024-01-19,1450.838134765625
2024-01-23,1408.1214599609375
2024-01-24,1436.286865234375
2024-01-25,1415.56982421875
2024-01-29,1435.0537109375
2024-01-30,1424.8431396484375
2024-01-31,1442.8472900390625
2024-02-01,1446.5960693359375
2024-02-02,1426.668212890625
2024-02-05,1425.3857421875
2024-02-06,1424.645751953125
2024-02-07,1410.6864013671875
2024-02-08,1384.14892578125
2024-02-09,1384.69140625
2024-02-12,1371.274658203125
2024-02-13,1375.6646728515625
2024-02-14,1365.40478515625
2024-02-15,1395.000732421875
2024-02-16,1400.7718505859375
2024-02-19,1398.009521484375
2024-02-20,1434.70849609375
2024-02-21,1419.7625732421875
2024-02-22,1400.4266357421875
2024-02-23,1401.46240234375
2024-02-26,1403.1395263671875
2024-02-27,1401.0185546875
2024-02-28,1390.413330078125
2024-02-29,1384.494140625
2024-03-01,1411.4757080078125
2024-03-04,1413.3994140625
2024-03-05,1421.4395751953125
2024-03-06,1423.166015625
2024-03-07,1426.618896484375
2024-03-11,1408.5654296875
2024-03-12,1439.8876953125
2024-03-13,1440.726318359375
2024-03-14,1435.8428955078125
2024-03-15,1433.0806884765625
2024-03-18,1426.569580078125
2024-03-19,1429.8250732421875
2024-03-20,1411.771728515625
2024-03-21,1426.2735595703125
2024-03-22,1423.41259765625
2024-03-26,1406.19775390625
2024-03-27,1421.2916259765625
2024-03-28,1428.3946533203125
2024-04-01,1450.690185546875
2024-04-02,1460.210205078125
2024-04-03,1462.331298828125
2024-04-04,1507.02099609375
2024-04-05,1528.67529296875
2024-04-08,1525.7650146484375
2024-04-09,1527.688720703125
2024-04-10,1515.653076171875
2024-04-12,1498.4874267578125
2024-04-15,1474.5640869140625
2024-04-16,1488.918212890625
2024-04-18,1474.5640869140625
2024-04-19,1510.671142578125
2024-04-22,1491.828369140625
2024-04-23,1487.2904052734375
2024-04-24,1491.3350830078125
2024-04-25,1490.39794921875
2024-04-26,1489.4608154296875
2024-04-29,1508.8953857421875
2024-04-30,1499.6219482421875
2024-05-02,1511.6082763671875
2024-05-03,1499.128662109375
2024-05-06,1502.1376953125
2024-05-07,1485.8599853515625
2024-05-08,1462.676513671875
2024-05-09,1428.0
2024-05-10,1437.9000244140625
2024-05-13,1455.25
2024-05-14,1460.949951171875
2024-05-15,1438.5
2024-05-16,1460.25
2024-05-17,1464.0999755859375
2024-05-21,1458.800048828125
2024-05-22,1459.199951171875
2024-05-23,1492.5999755859375
2024-05-24,1517.199951171875
2024-05-27,1527.699951171875
2024-05-28,1530.5
2024-05-29,1508.300048828125
2024-05-30,1514.8499755859375
2024-05-31,1531.550048828125
2024-06-03,1572.199951171875
2024-06-04,1483.1500244140625
2024-06-05,1551.800048828125
2024-06-06,1559.699951171875
2024-06-07,1573.3499755859375
2024-06-10,1561.300048828125
2024-06-11,1564.800048828125
2024-06-12,1574.1500244140625
2024-06-13,1580.75
2024-06-14,1596.9000244140625
2024-06-18,1607.800048828125
2024-06-19,1657.8499755859375
2024-06-20,1669.3499755859375
2024-06-21,1665.75
2024-06-24,1672.4000244140625
2024-06-25,1711.3499755859375
2024-06-26,1701.5
2024-06-27,1696.1500244140625
2024-06-28,1683.800048828125
2024-07-01,1705.199951171875
2024-07-02,1730.5999755859375
2024-07-03,1768.6500244140625
2024-07-04,1727.1500244140625
2024-07-05,1648.0999755859375
2024-07-08,1635.3499755859375
2024-07-09,1636.5
2024-07-10,1626.0999755859375
2024-07-11,1621.9000244140625
2024-07-12,1622.699951171875
2024-07-15,1622.0999755859375
2024-07-16,1619.75
2024-07-18,1614.800048828125
2024-07-19,1607.300048828125
2024-07-22,1642.550048828125
2024-07-23,1618.4000244140625
2024-07-24,1604.050048828125
2024-07-25,1616.5999755859375
2024-07-26,1618.1500244140625
2024-07-29,1605.050048828125
2024-07-30,1615.550048828125
2024-07-31,1615.75
2024-08-01,1638.800048828125
2024-08-02,1659.1500244140625
2024-08-05,1615.75
2024-08-06,1601.199951171875
2024-08-07,1623.5
2024-08-08,1642.699951171875
2024-08-09,1650.199951171875
2024-08-12,1660.0999755859375
2024-08-13,1603.199951171875
2024-08-14,1607.800048828125
2024-08-16,1632.0999755859375
2024-08-19,1631.550048828125
2024-08-20,1637.699951171875
2024-08-21,1625.800048828125
2024-08-22,1631.300048828125
2024-08-23,1625.050048828125
2024-08-26,1639.949951171875
2024-08-27,1637.75
2024-08-28,1637.0999755859375
2024-08-29,1638.550048828125
2024-08-30,1636.9000244140625
2024-09-02,1626.949951171875
2024-09-03,1637.3499755859375
2024-09-04,1641.800048828125
2024-09-05,1645.449951171875
2024-09-06,1636.949951171875
2024-09-09,1646.5
2024-09-10,1650.3499755859375
2024-09-11,1643.9000244140625
2024-09-12,1666.5999755859375
2024-09-13,1665.949951171875
2024-09-16,1670.949951171875
2024-09-17,1668.800048828125
2024-09-18,1694.800048828125
2024-09-19,1708.5
2024-09-20,1741.199951171875
2024-09-23,1759.800048828125
2024-09-24,1768.050048828125
2024-09-25,1779.0999755859375
2024-09-26,1783.449951171875
2024-09-27,1752.6500244140625
2024-09-30,1732.050048828125
2024-10-01,1726.199951171875
2024-10-03,1682.0
2024-10-04,1657.6500244140625
2024-10-07,1617.800048828125
2024-10-08,1651.050048828125
2024-10-09,1633.1500244140625
2024-10-10,1662.4000244140625
2024-10-11,1651.0
2024-10-14,1688.0999755859375
2024-10-15,1684.0999755859375
2024-10-16,1699.800048828125
2024-10-17,1673.1500244140625
2024-10-18,1681.8499755859375
2024-10-21,1728.699951171875
2024-10-22,1714.550048828125
2024-10-23,1735.800048828125
2024-10-24,1749.6500244140625
2024-10-25,1743.4000244140625
2024-10-28,1734.199951171875
2024-10-29,1751.8499755859375
2024-10-30,1734.5999755859375
2024-10-31,1735.699951171875
2024-11-01,1737.300048828125
2024-11-04,1714.0999755859375
2024-11-05,1757.8499755859375
2024-11-06,1755.25
2024-11-07,1746.550048828125
2024-11-08,1754.449951171875
2024-11-11,1766.300048828125
2024-11-12,1718.199951171875
2024-11-13,1681.3499755859375
2024-11-14,1692.75
2024-11-18,1705.0999755859375
2024-11-19,1742.25
2024-11-21,1741.199951171875
2024-11-22,1745.5999755859375
2024-11-25,1785.5999755859375
2024-11-26,1785.550048828125
2024-11-27,1812.300048828125
2024-11-28,1793.1500244140625
2024-11-29,1796.050048828125
2024-12-02,1804.699951171875
2024-12-03,1826.300048828125
2024-12-04,1860.0999755859375
2024-12-05,1865.75
2024-12-06,1855.8499755859375
2024-12-09,1870.0
2024-12-10,1868.0999755859375
2024-12-11,1863.0999755859375
2024-12-12,1859.25
2024-12-13,1871.75
2024-12-16,1865.199951171875
2024-12-17,1833.25
2024-12-18,1810.699951171875
2024-12-19,1793.5
2024-12-20,1771.5
2024-12-23,1801.0
2024-12-24,1798.0999755859375
2024-12-26,1790.75
2024-12-27,1798.25
2024-12-30,1777.9000244140625
2024-12-31,1772.8499755859375
2025-01-01,1782.75
2025-01-02,1793.75
2025-01-03,1749.199951171875
2025-01-06,1710.5
2025-01-07,1713.4000244140625
2025-01-08,1694.300048828125
2025-01-09,1667.800048828125
2025-01-10,1656.75
2025-01-13,1630.8499755859375
2025-01-14,1646.5999755859375
2025-01-15,1643.050048828125
2025-01-16,1652.050048828125
2025-01-17,1636.75
2025-01-20,1651.25
2025-01-21,1642.4000244140625
2025-01-22,1666.050048828125
2025-01-23,1664.9000244140625
2025-01-24,1649.800048828125
2025-01-27,1629.800048828125
2025-01-28,1670.4000244140625
2025-01-29,1677.300048828125
2025-01-30,1691.5
2025-01-31,1698.75
2025-02-01,1690.949951171875
2025-02-03,1678.0
2025-02-04,1720.9000244140625
2025-02-05,1737.800048828125
2025-02-06,1743.8499755859375
2025-02-07,1732.75
2025-02-10,1715.75
2025-02-11,1701.4000244140625
2025-02-12,1706.800048828125
2025-02-13,1697.699951171875
2025-02-14,1694.8499755859375
2025-02-17,1717.3499755859375
2025-02-18,1723.050048828125
2025-02-19,1727.199951171875
2025-02-20,1687.0999755859375
2025-02-21,1692.5
2025-02-24,1677.0999755859375
2025-02-25,1682.3499755859375
2025-02-27,1700.699951171875
2025-02-28,1732.4000244140625
2025-03-03,1701.550048828125
2025-03-04,1710.0
2025-03-05,1690.0
2025-03-06,1691.199951171875
2025-03-07,1689.25
2025-03-10,1687.5
2025-03-11,1685.5
2025-03-12,1711.1500244140625
2025-03-13,1706.5999755859375
2025-03-17,1710.4000244140625
2025-03-18,1710.4000244140625
2025-03-19,1744.0999755859375
2025-03-20,1768.75
2025-03-21,1770.3499755859375
2025-03-24,1800.0
2025-03-25,1821.449951171875
2025-03-26,1806.550048828125
2025-03-27,1825.3499755859375
2025-03-28,1828.199951171875
2025-04-01,1767.8499755859375
2025-04-02,1796.9000244140625
2025-04-03,1794.8499755859375
2025-04-04,1817.300048828125
2025-04-07,1757.699951171875
2025-04-08,1769.1500244140625
2025-04-09,1765.0
2025-04-11,1806.75
2025-04-15,1864.9000244140625
2025-04-16,1878.0
2025-04-17,1906.699951171875
2025-04-21,1927.0999755859375
2025-04-22,1961.699951171875
2025-04-23,1923.9000244140625
2025-04-24,1916.800048828125
2025-04-25,1911.199951171875
2025-04-28,1920.199951171875
2025-04-29,1908.800048828125
2025-04-30,1925.0
2025-05-02,1921.9000244140625
2025-05-05,1936.800048828125
2025-05-06,1931.699951171875
2025-05-07,1945.5999755859375
2025-05-08,1928.5
2025-05-09,1889.699951171875
2025-05-12,1957.199951171875
2025-05-13,1922.5999755859375
2025-05-14,1910.5999755859375
2025-05-15,1933.800048828125
2025-05-16,1934.699951171875
2025-05-19,1938.699951171875
2025-05-20,1914.9000244140625
2025-05-21,1926.800048828125
2025-05-22,1919.9000244140625
2025-05-23,1933.5999755859375
2025-05-26,1940.199951171875
2025-05-27,1926.300048828125
2025-05-28,1923.5
2025-05-29,1927.5
2025-05-30,1944.9000244140625
