Date,RELIANCE.NS
2022-12-23,1150.7000732421875
2022-12-26,1160.748291015625
2022-12-27,1170.244873046875
2022-12-28,1170.1298828125
2022-12-29,1169.6009521484375
2022-12-30,1171.3944091796875
2023-01-02,1184.5928955078125
2023-01-03,1175.9241943359375
2023-01-04,1158.2191162109375
2023-01-05,1156.149658203125
2023-01-06,1166.65771484375
2023-01-09,1194.2042236328125
2023-01-10,1176.5450439453125
2023-01-11,1161.7142333984375
2023-01-12,1136.6278076171875
2023-01-13,1134.7884521484375
2023-01-16,1123.9813232421875
2023-01-17,1139.9390869140625
2023-01-18,1138.053466796875
2023-01-19,1136.8349609375
2023-01-20,1123.3145751953125
2023-01-23,1117.635009765625
2023-01-24,1111.035888671875
2023-01-25,1095.676025390625
2023-01-27,1074.8896484375
2023-01-30,1085.19091796875
2023-01-31,1082.4775390625
2023-02-01,1076.0623779296875
2023-02-02,1070.10693359375
2023-02-03,1071.0496826171875
2023-02-06,1062.9788818359375
2023-02-07,1060.4266357421875
2023-02-08,1081.6038818359375
2023-02-09,1083.4892578125
2023-02-10,1074.5677490234375
2023-02-13,1068.451416015625
2023-02-14,1093.629638671875
2023-02-15,1118.393798828125
2023-02-16,1117.52001953125
2023-02-17,1122.187744140625
2023-02-20,1110.3231201171875
2023-02-21,1119.3826904296875
2023-02-22,1093.9974365234375
2023-02-23,1088.7548828125
2023-02-24,1096.204833984375
2023-02-27,1088.915771484375
2023-02-28,1068.08349609375
2023-03-01,1077.90185546875
2023-03-02,1069.6929931640625
2023-03-03,1096.9866943359375
2023-03-06,1107.7017822265625
2023-03-08,1111.6796875
2023-03-09,1084.9609375
2023-03-10,1068.1524658203125
2023-03-13,1050.585205078125
2023-03-14,1046.6533203125
2023-03-15,1028.76416015625
2023-03-16,1023.636474609375
2023-03-17,1022.3489379882812
2023-03-20,1012.3005981445312
2023-03-21,1043.779052734375
2023-03-22,1046.9522705078125
2023-03-23,1033.7078857421875
2023-03-24,1013.2433471679688
2023-03-27,1028.9940185546875
2023-03-28,1033.7998046875
2023-03-29,1027.6834716796875
2023-03-31,1071.992431640625
2023-04-03,1072.1763916015625
2023-04-05,1069.60107421875
2023-04-06,1076.7750244140625
2023-04-10,1069.14111328125
2023-04-11,1074.4296875
2023-04-12,1079.16650390625
2023-04-13,1083.2364501953125
2023-04-17,1088.7318115234375
2023-04-18,1076.269287109375
2023-04-19,1081.6268310546875
2023-04-20,1078.8905029296875
2023-04-21,1080.2471923828125
2023-04-24,1084.3861083984375
2023-04-25,1092.686767578125
2023-04-26,1086.2716064453125
2023-04-27,1093.146728515625
2023-04-28,1113.1282958984375
2023-05-02,1122.5787353515625
2023-05-03,1112.9443359375
2023-05-04,1125.77490234375
2023-05-05,1122.900634765625
2023-05-08,1136.765869140625
2023-05-09,1140.283935546875
2023-05-10,1148.1248779296875
2023-05-11,1140.62890625
2023-05-12,1142.4913330078125
2023-05-15,1144.7447509765625
2023-05-16,1128.442138671875
2023-05-17,1121.77392578125
2023-05-18,1119.359619140625
2023-05-19,1122.9925537109375
2023-05-22,1128.993896484375
2023-05-23,1128.7869873046875
2023-05-24,1122.2108154296875
2023-05-25,1122.0728759765625
2023-05-26,1152.6776123046875
2023-05-29,1159.1617431640625
2023-05-30,1158.8629150390625
2023-05-31,1135.8460693359375
2023-06-01,1132.7879638671875
2023-06-02,1129.0859375
2023-06-05,1139.2261962890625
2023-06-06,1140.19189453125
2023-06-07,1148.837646484375
2023-06-08,1149.52734375
2023-06-09,1141.3876953125
2023-06-12,1142.3992919921875
2023-06-13,1159.2767333984375
2023-06-14,1173.532958984375
2023-06-15,1173.8548583984375
2023-06-16,1185.2828369140625
2023-06-19,1173.5098876953125
2023-06-20,1175.947265625
2023-06-21,1179.2584228515625
2023-06-22,1166.013916015625
2023-06-23,1156.4715576171875
2023-06-26,1147.6419677734375
2023-06-27,1148.055908203125
2023-06-28,1163.2547607421875
2023-06-30,1172.797119140625
2023-07-03,1202.89599609375
2023-07-04,1190.5023193359375
2023-07-05,1188.5478515625
2023-07-06,1213.49609375
2023-07-07,1211.1278076171875
2023-07-10,1257.7821044921875
2023-07-11,1271.4173583984375
2023-07-12,1272.8199462890625
2023-07-13,1261.4381103515625
2023-07-14,1260.38037109375
2023-07-17,1286.1334228515625
2023-07-18,1297.055419921875
2023-07-19,1306.896728515625
2023-07-20,1305.3140869140625
2023-07-21,1264.90673828125
2023-07-24,1239.3221435546875
2023-07-25,1238.5250244140625
2023-07-26,1258.65380859375
2023-07-27,1246.9451904296875
2023-07-28,1259.47607421875
2023-07-31,1270.1383056640625
2023-08-01,1252.1767578125
2023-08-02,1238.799072265625
2023-08-03,1233.5924072265625
2023-08-04,1250.358154296875
2023-08-07,1257.4830322265625
2023-08-08,1249.90966796875
2023-08-09,1258.1556396484375
2023-08-10,1263.7608642578125
2023-08-11,1269.0919189453125
2023-08-14,1284.0889892578125
2023-08-16,1283.042724609375
2023-08-17,1264.5330810546875
2023-08-18,1273.9000244140625
2023-08-21,1260.0
2023-08-22,1259.699951171875
2023-08-23,1261.0999755859375
2023-08-24,1239.9000244140625
2023-08-25,1234.175048828125
2023-08-28,1221.875
2023-08-29,1210.175048828125
2023-08-30,1209.0250244140625
2023-08-31,1203.5
2023-09-01,1206.324951171875
2023-09-04,1205.3499755859375
2023-09-05,1211.800048828125
2023-09-06,1214.3499755859375
2023-09-07,1216.0
2023-09-08,1224.0999755859375
2023-09-11,1237.300048828125
2023-09-12,1219.425048828125
2023-09-13,1225.5250244140625
2023-09-14,1226.6500244140625
2023-09-15,1228.925048828125
2023-09-18,1218.2249755859375
2023-09-20,1191.074951171875
2023-09-21,1182.4000244140625
2023-09-22,1177.4749755859375
2023-09-25,1170.2249755859375
2023-09-26,1171.25
2023-09-27,1184.449951171875
2023-09-28,1167.050048828125
2023-09-29,1172.5
2023-10-03,1159.074951171875
2023-10-04,1157.074951171875
2023-10-05,1157.050048828125
2023-10-06,1159.0
2023-10-09,1149.125
2023-10-10,1154.199951171875
2023-10-11,1172.5250244140625
2023-10-12,1174.699951171875
2023-10-13,1174.6500244140625
2023-10-16,1172.0250244140625
2023-10-17,1177.625
2023-10-18,1162.0
2023-10-19,1153.074951171875
2023-10-20,1149.550048828125
2023-10-23,1131.5999755859375
2023-10-25,1128.9749755859375
2023-10-26,1113.25
2023-10-27,1132.9000244140625
2023-10-30,1156.25
2023-10-31,1143.949951171875
2023-11-01,1148.699951171875
2023-11-02,1160.0999755859375
2023-11-03,1159.8499755859375
2023-11-06,1169.5
2023-11-07,1161.9000244140625
2023-11-08,1167.949951171875
2023-11-09,1155.2750244140625
2023-11-10,1157.449951171875
2023-11-13,1157.300048828125
2023-11-15,1178.2249755859375
2023-11-16,1180.3499755859375
2023-11-17,1177.7750244140625
2023-11-20,1174.675048828125
2023-11-21,1189.449951171875
2023-11-22,1194.0999755859375
2023-11-23,1197.75
2023-11-24,1196.949951171875
2023-11-28,1197.199951171875
2023-11-29,1200.3499755859375
2023-11-30,1188.7249755859375
2023-12-01,1197.1500244140625
2023-12-04,1210.0999755859375
2023-12-05,1218.875
2023-12-06,1230.550048828125
2023-12-07,1228.5250244140625
2023-12-08,1227.875
2023-12-11,1229.675048828125
2023-12-12,1212.0250244140625
2023-12-13,1216.9749755859375
2023-12-14,1232.074951171875
2023-12-15,1247.800048828125
2023-12-18,1260.5
2023-12-19,1279.050048828125
2023-12-20,1263.574951171875
2023-12-21,1281.2750244140625
2023-12-22,1282.5250244140625
2023-12-26,1289.0250244140625
2023-12-27,1293.425048828125
2023-12-28,1302.7750244140625
2023-12-29,1292.4749755859375
2024-01-01,1295.125
2024-01-02,1305.8499755859375
2024-01-03,1291.6500244140625
2024-01-04,1298.324951171875
2024-01-05,1303.8499755859375
2024-01-08,1293.675048828125
2024-01-09,1290.25
2024-01-10,1325.050048828125
2024-01-11,1359.9000244140625
2024-01-12,1370.7249755859375
2024-01-15,1394.125
2024-01-16,1374.625
2024-01-17,1361.574951171875
2024-01-18,1367.949951171875
2024-01-19,1367.449951171875
2024-01-23,1328.574951171875
2024-01-24,1343.875
2024-01-25,1353.074951171875
2024-01-29,1448.050048828125
2024-01-30,1407.625
2024-01-31,1426.625
2024-02-01,1426.6500244140625
2024-02-02,1457.699951171875
2024-02-05,1439.0250244140625
2024-02-06,1427.800048828125
2024-02-07,1442.1500244140625
2024-02-08,1450.125
2024-02-09,1460.75
2024-02-12,1452.3499755859375
2024-02-13,1465.0999755859375
2024-02-14,1481.375
2024-02-15,1470.5999755859375
2024-02-16,1460.574951171875
2024-02-19,1474.0
2024-02-20,1471.0250244140625
2024-02-21,1467.699951171875
2024-02-22,1481.75
2024-02-23,1493.625
2024-02-26,1487.324951171875
2024-02-27,1485.6500244140625
2024-02-28,1455.625
2024-02-29,1460.800048828125
2024-03-01,1492.125
2024-03-04,1507.4000244140625
2024-03-05,1500.199951171875
2024-03-06,1503.0
2024-03-07,1478.925048828125
2024-03-11,1466.5999755859375
2024-03-12,1475.425048828125
2024-03-13,1432.175048828125
2024-03-14,1431.4749755859375
2024-03-15,1418.2249755859375
2024-03-18,1439.4749755859375
2024-03-19,1425.25
2024-03-20,1443.75
2024-03-21,1450.9749755859375
2024-03-22,1455.0250244140625
2024-03-26,1441.574951171875
2024-03-27,1492.8499755859375
2024-03-28,1485.8499755859375
2024-04-01,1484.7750244140625
2024-04-02,1486.949951171875
2024-04-03,1471.5999755859375
2024-04-04,1462.925048828125
2024-04-05,1460.0999755859375
2024-04-08,1485.9749755859375
2024-04-09,1463.6500244140625
2024-04-10,1479.574951171875
2024-04-12,1467.1500244140625
2024-04-15,1464.824951171875
2024-04-16,1465.75
2024-04-18,1464.324951171875
2024-04-19,1470.125
2024-04-22,1479.8499755859375
2024-04-23,1459.324951171875
2024-04-24,1450.175048828125
2024-04-25,1459.9749755859375
2024-04-26,1452.550048828125
2024-04-29,1465.0250244140625
2024-04-30,1467.0
2024-05-02,1466.550048828125
2024-05-03,1434.0
2024-05-06,1419.5250244140625
2024-05-07,1401.4749755859375
2024-05-08,1418.550048828125
2024-05-09,1394.125
2024-05-10,1407.425048828125
2024-05-13,1402.699951171875
2024-05-14,1420.074951171875
2024-05-15,1416.2750244140625
2024-05-16,1425.3499755859375
2024-05-17,1435.699951171875
2024-05-21,1436.125
2024-05-22,1460.6500244140625
2024-05-23,1486.050048828125
2024-05-24,1480.25
2024-05-27,1466.25
2024-05-28,1456.199951171875
2024-05-29,1440.7750244140625
2024-05-30,1424.8499755859375
2024-05-31,1430.4000244140625
2024-06-03,1510.324951171875
2024-06-04,1397.2750244140625
2024-06-05,1420.75
2024-06-06,1431.5999755859375
2024-06-07,1469.949951171875
2024-06-10,1471.4000244140625
2024-06-11,1456.675048828125
2024-06-12,1463.324951171875
2024-06-13,1465.25
2024-06-14,1477.550048828125
2024-06-18,1481.0250244140625
2024-06-19,1458.6500244140625
2024-06-20,1473.699951171875
2024-06-21,1454.199951171875
2024-06-24,1441.4749755859375
2024-06-25,1454.1500244140625
2024-06-26,1514.0250244140625
2024-06-27,1530.550048828125
2024-06-28,1565.4000244140625
2024-07-01,1560.1500244140625
2024-07-02,1565.175048828125
2024-07-03,1552.425048828125
2024-07-04,1554.0250244140625
2024-07-05,1588.625
2024-07-08,1600.9000244140625
2024-07-09,1590.2750244140625
2024-07-10,1584.2249755859375
2024-07-11,1580.6500244140625
2024-07-12,1596.7249755859375
2024-07-15,1597.2249755859375
2024-07-16,1576.25
2024-07-18,1586.675048828125
2024-07-19,1555.1500244140625
2024-07-22,1500.675048828125
2024-07-23,1487.9000244140625
2024-07-24,1495.699951171875
2024-07-25,1492.4000244140625
2024-07-26,1509.0250244140625
2024-07-29,1520.0999755859375
2024-07-30,1513.1500244140625
2024-07-31,1505.425048828125
2024-08-01,1515.300048828125
2024-08-02,1499.324951171875
2024-08-05,1447.324951171875
2024-08-06,1456.050048828125
2024-08-07,1464.824951171875
2024-08-08,1449.125
2024-08-09,1474.300048828125
2024-08-12,1460.625
2024-08-13,1463.625
2024-08-14,1461.8499755859375
2024-08-16,1478.199951171875
2024-08-19,1488.4000244140625
2024-08-20,1495.949951171875
2024-08-21,1498.675048828125
2024-08-22,1498.125
2024-08-23,1499.9749755859375
2024-08-26,1512.5999755859375
2024-08-27,1500.449951171875
2024-08-28,1498.300048828125
2024-08-29,1520.925048828125
2024-08-30,1509.625
2024-09-02,1516.25
2024-09-03,1509.125
2024-09-04,1514.550048828125
2024-09-05,1492.9749755859375
2024-09-06,1464.824951171875
2024-09-09,1462.449951171875
2024-09-10,1461.5250244140625
2024-09-11,1451.5
2024-09-12,1479.800048828125
2024-09-13,1472.625
2024-09-16,1471.3499755859375
2024-09-17,1472.300048828125
2024-09-18,1463.449951171875
2024-09-19,1469.675048828125
2024-09-20,1485.925048828125
2024-09-23,1493.375
2024-09-24,1489.375
2024-09-25,1493.949951171875
2024-09-26,1497.949951171875
2024-09-27,1526.175048828125
2024-09-30,1476.574951171875
2024-10-01,1464.824951171875
2024-10-03,1406.9749755859375
2024-10-04,1386.5250244140625
2024-10-07,1370.7249755859375
2024-10-08,1397.3499755859375
2024-10-09,1374.5999755859375
2024-10-10,1371.050048828125
2024-10-11,1372.0999755859375
2024-10-14,1372.5250244140625
2024-10-15,1344.0250244140625
2024-10-16,1354.074951171875
2024-10-17,1356.425048828125
2024-10-18,1359.300048828125
2024-10-21,1369.199951171875
2024-10-22,1343.3499755859375
2024-10-23,1338.5250244140625
2024-10-24,1339.800048828125
2024-10-25,1327.8499755859375
2024-10-28,1334.3499755859375
2024-10-29,1340.0
2024-10-30,1343.9000244140625
2024-10-31,1332.050048828125
2024-11-01,1338.6500244140625
2024-11-04,1302.1500244140625
2024-11-05,1305.300048828125
2024-11-06,1325.3499755859375
2024-11-07,1305.6500244140625
2024-11-08,1283.75
2024-11-11,1272.699951171875
2024-11-12,1274.25
2024-11-13,1252.050048828125
2024-11-14,1267.5999755859375
2024-11-18,1260.75
2024-11-19,1241.6500244140625
2024-11-21,1223.0
2024-11-22,1265.4000244140625
2024-11-25,1287.0
2024-11-26,1295.699951171875
2024-11-27,1293.199951171875
2024-11-28,1270.800048828125
2024-11-29,1292.199951171875
2024-12-02,1309.1500244140625
2024-12-03,1323.300048828125
2024-12-04,1308.949951171875
2024-12-05,1322.050048828125
2024-12-06,1311.550048828125
2024-12-09,1295.1500244140625
2024-12-10,1284.8499755859375
2024-12-11,1278.199951171875
2024-12-12,1262.9000244140625
2024-12-13,1272.8499755859375
2024-12-16,1268.300048828125
2024-12-17,1245.300048828125
2024-12-18,1253.25
2024-12-19,1230.449951171875
2024-12-20,1205.300048828125
2024-12-23,1222.300048828125
2024-12-24,1222.75
2024-12-26,1216.550048828125
2024-12-27,1221.050048828125
2024-12-30,1210.699951171875
2024-12-31,1215.449951171875
2025-01-01,1221.25
2025-01-02,1241.800048828125
2025-01-03,1251.1500244140625
2025-01-06,1218.0
2025-01-07,1240.8499755859375
2025-01-08,1265.5
2025-01-09,1254.75
2025-01-10,1241.9000244140625
2025-01-13,1239.8499755859375
2025-01-14,1238.75
2025-01-15,1252.199951171875
2025-01-16,1266.449951171875
2025-01-17,1302.3499755859375
2025-01-20,1305.449951171875
2025-01-21,1273.699951171875
2025-01-22,1277.0999755859375
2025-01-23,1263.6500244140625
2025-01-24,1246.300048828125
2025-01-27,1229.3499755859375
2025-01-28,1234.4000244140625
2025-01-29,1235.5
2025-01-30,1253.050048828125
2025-01-31,1265.0999755859375
2025-02-01,1264.5999755859375
2025-02-03,1245.9000244140625
2025-02-04,1285.199951171875
2025-02-05,1278.199951171875
2025-02-06,1281.550048828125
2025-02-07,1266.699951171875
2025-02-10,1253.6500244140625
2025-02-11,1234.8499755859375
2025-02-12,1216.550048828125
2025-02-13,1216.0999755859375
2025-02-14,1217.25
2025-02-17,1224.9000244140625
2025-02-18,1225.4000244140625
2025-02-19,1227.449951171875
2025-02-20,1233.0
2025-02-21,1228.1500244140625
2025-02-24,1214.550048828125
2025-02-25,1204.0
2025-02-27,1207.0999755859375
2025-02-28,1200.0999755859375
2025-03-03,1171.25
2025-03-04,1161.9000244140625
2025-03-05,1175.5999755859375
2025-03-06,1209.5999755859375
2025-03-07,1249.800048828125
2025-03-10,1238.4000244140625
2025-03-11,1247.300048828125
2025-03-12,1257.050048828125
2025-03-13,1247.9000244140625
2025-03-17,1238.8499755859375
2025-03-18,1238.8499755859375
2025-03-19,1247.1500244140625
2025-03-20,1269.1500244140625
2025-03-21,1276.3499755859375
2025-03-24,1302.0999755859375
2025-03-25,1285.449951171875
2025-03-26,1273.050048828125
2025-03-27,1278.199951171875
2025-03-28,1275.0999755859375
2025-04-01,1252.5999755859375
2025-04-02,1251.1500244140625
2025-04-03,1248.699951171875
2025-04-04,1204.699951171875
2025-04-07,1165.699951171875
2025-04-08,1182.199951171875
2025-04-09,1185.3499755859375
2025-04-11,1218.949951171875
2025-04-15,1240.0999755859375
2025-04-16,1239.300048828125
2025-04-17,1274.5
2025-04-21,1295.5
2025-04-22,1291.199951171875
2025-04-23,1300.0
2025-04-24,1301.5999755859375
2025-04-25,1300.4000244140625
2025-04-28,1368.800048828125
2025-04-29,1399.699951171875
2025-04-30,1405.0
2025-05-02,1419.800048828125
2025-05-05,1431.300048828125
2025-05-06,1420.9000244140625
2025-05-07,1406.0
2025-05-08,1407.0
2025-05-09,1377.199951171875
2025-05-12,1436.5
2025-05-13,1415.699951171875
2025-05-14,1424.4000244140625
2025-05-15,1454.199951171875
2025-05-16,1456.4000244140625
2025-05-19,1440.800048828125
2025-05-20,1424.5999755859375
2025-05-21,1429.199951171875
2025-05-22,1409.4000244140625
2025-05-23,1426.800048828125
2025-05-26,1434.800048828125
2025-05-27,1422.0999755859375
2025-05-28,1412.9000244140625
2025-05-29,1417.800048828125
2025-05-30,1420.9000244140625
